Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,3179805,-,-,-,30.69,76.7,5,309,5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,GHI,Relative Humidity,Pressure,Precipitable Water,Wind Speed,Wind Direction
2018,1,1,21,0,10.4,0,0,0,0,-2.1,0,0,0,41.53,973,1.1,1.1,5
2018,1,1,21,30,10.3,0,0,0,0,-2.1,0,0,0,41.81,973,1.1,1.1,10
2018,1,1,22,0,10.200000000000001,0,0,0,0,-2.1,0,0,0,42.15,973,1.1,1.1,14
2018,1,1,22,30,10.200000000000001,0,0,0,0,-2.1,0,0,0,42.15,973,1,1.1,17
2018,1,1,23,0,10.200000000000001,0,0,0,0,-2,0,0,0,42.52,973,1,1.2000000000000002,20
2018,1,1,23,30,10.200000000000001,0,0,0,0,-2,0,0,0,42.52,973,1,1.1,21
2018,1,2,0,0,10.3,0,0,0,0,-2,0,0,0,42.29,972,1,1.1,23
2018,1,2,0,30,10.200000000000001,0,0,0,0,-2,0,0,0,42.57,972,1,1,23
2018,1,2,1,0,10.200000000000001,0,0,0,0,-1.9000000000000001,0,0,0,42.77,972,1,0.9,23
2018,1,2,1,30,10.200000000000001,0,0,0,0,-1.9000000000000001,0,0,0,42.77,972,1,0.8,23
2018,1,2,2,0,10.200000000000001,0,0,0,0,-1.9000000000000001,0,0,0,42.660000000000004,972,1,0.8,23
2018,1,2,2,30,10,0,0,0,0,-1.9000000000000001,0,0,0,43.24,972,0.9,0.8,18
2018,1,2,3,0,9.9,0,0,0,0,-1.9000000000000001,0,0,0,43.800000000000004,972,0.9,0.7000000000000001,14
2018,1,2,3,30,9.5,0,0,0,0,-1.9000000000000001,0,0,0,44.99,972,0.9,0.7000000000000001,11
2018,1,2,4,0,9.1,0,0,0,0,-1.9000000000000001,0,0,0,46.160000000000004,972,0.9,0.7000000000000001,7
2018,1,2,4,30,9.1,0,0,0,0,-1.9000000000000001,0,0,0,46.160000000000004,972,0.9,0.7000000000000001,7
2018,1,2,5,0,8.5,0,0,0,0,-1.9000000000000001,0,0,0,48.01,973,0.9,0.8,14
2018,1,2,5,30,8.4,0,0,0,0,-1.9000000000000001,0,0,0,48.34,973,0.9,0.9,19
2018,1,2,6,0,8.3,0,0,0,0,-1.9000000000000001,0,0,0,48.54,973,0.9,1,25
2018,1,2,6,30,8.6,0,0,0,0,-1.9000000000000001,0,0,0,47.56,973,0.9,0.9,27
2018,1,2,7,0,8.9,5,15,5,0,-1.4000000000000001,5,15,5,48.58,973,0.9,0.9,30
2018,1,2,7,30,10.5,38,125,52,0,-1.3,38,125,52,43.69,974,0.9,0.8,29
2018,1,2,8,0,12.100000000000001,79,257,132,0,0.8,79,257,132,45.88,974,0.9,0.8,28
2018,1,2,8,30,13.600000000000001,112,360,218,0,0.8,112,360,218,41.6,974,0.8,0.8,175
2018,1,2,9,0,15.200000000000001,137,449,302,3,-1.3,34,0,34,32.3,974,0.8,0.8,322
2018,1,2,9,30,16.5,156,509,378,3,-1.3,69,0,69,29.740000000000002,974,0.8,1.4000000000000001,307
2018,1,2,10,0,17.8,169,562,446,3,-1.6,138,0,138,26.71,974,0.8,1.9000000000000001,292
2018,1,2,10,30,18.7,182,594,500,3,-1.6,202,20,213,25.25,974,0.8,2.3000000000000003,290
2018,1,2,11,0,19.700000000000003,144,749,570,3,-1.6,263,102,321,23.78,974,0.8,2.6,288
2018,1,2,11,30,20.1,147,760,594,2,-1.6,279,172,380,23.18,973,0.8,2.8000000000000003,289
2018,1,2,12,0,20.5,148,761,600,2,-1.6,273,261,428,22.61,973,0.8,3.1,290
2018,1,2,12,30,20.5,147,757,590,2,-1.6,260,309,441,22.61,973,0.8,3.3000000000000003,292
2018,1,2,13,0,20.6,145,741,563,2,-1.7000000000000002,264,194,373,22.3,972,0.8,3.4000000000000004,294
2018,1,2,13,30,20.3,140,719,521,2,-1.7000000000000002,238,245,368,22.71,972,0.8,3.4000000000000004,295
2018,1,2,14,0,20,148,630,452,2,-1.8,214,218,320,23.04,972,0.8,3.3000000000000003,297
2018,1,2,14,30,19.200000000000003,136,583,383,1,-1.8,136,583,383,24.21,972,0.8,2.9000000000000004,297
2018,1,2,15,0,18.5,120,518,304,0,0,120,518,304,28.66,972,0.8,2.5,297
2018,1,2,15,30,16.3,98,435,218,0,0,98,435,218,32.910000000000004,972,0.7000000000000001,1.9000000000000001,296
2018,1,2,16,0,14.200000000000001,70,313,129,0,1.5,70,313,129,42.02,972,0.7000000000000001,1.4000000000000001,295
2018,1,2,16,30,12.9,34,158,49,0,1.5,34,158,49,45.72,972,0.7000000000000001,1.4000000000000001,299
2018,1,2,17,0,11.700000000000001,0,0,0,0,0,0,0,0,44.64,972,0.7000000000000001,1.4000000000000001,302
2018,1,2,17,30,11.3,0,0,0,0,0.1,0,0,0,45.88,973,0.7000000000000001,1.3,308
2018,1,2,18,0,11,0,0,0,0,-0.6000000000000001,0,0,0,44.76,973,0.7000000000000001,1.3,314
2018,1,2,18,30,10.8,0,0,0,0,-0.6000000000000001,0,0,0,45.35,973,0.7000000000000001,1.3,323
2018,1,2,19,0,10.700000000000001,0,0,0,0,-1.1,0,0,0,44.03,974,0.7000000000000001,1.2000000000000002,331
2018,1,2,19,30,10.5,0,0,0,0,-1.1,0,0,0,44.62,974,0.7000000000000001,1.2000000000000002,338
2018,1,2,20,0,10.3,0,0,0,0,-1.4000000000000001,0,0,0,44.07,974,0.7000000000000001,1.2000000000000002,344
2018,1,2,20,30,10.200000000000001,0,0,0,0,-1.4000000000000001,0,0,0,44.37,974,0.7000000000000001,1.2000000000000002,349
2018,1,2,21,0,10,0,0,0,0,-1.7000000000000002,0,0,0,44.14,974,0.7000000000000001,1.2000000000000002,355
2018,1,2,21,30,9.9,0,0,0,0,-1.7000000000000002,0,0,0,44.44,974,0.7000000000000001,1.2000000000000002,177
2018,1,2,22,0,9.8,0,0,0,0,-1.9000000000000001,0,0,0,44.01,974,0.7000000000000001,1.2000000000000002,0
2018,1,2,22,30,9.600000000000001,0,0,0,0,-1.9000000000000001,0,0,0,44.61,974,0.7000000000000001,1.2000000000000002,2
2018,1,2,23,0,9.4,0,0,0,0,-2.1,0,0,0,44.57,974,0.7000000000000001,1.2000000000000002,3
2018,1,2,23,30,9.200000000000001,0,0,0,0,-2.1,0,0,0,45.17,974,0.7000000000000001,1.2000000000000002,4
2018,1,3,0,0,9.1,0,0,0,0,-2.3000000000000003,0,0,0,44.85,974,0.7000000000000001,1.2000000000000002,5
2018,1,3,0,30,9,0,0,0,4,-2.3000000000000003,0,0,0,45.15,974,0.7000000000000001,1.2000000000000002,4
2018,1,3,1,0,8.9,0,0,0,7,-2.5,0,0,0,44.660000000000004,973,0.7000000000000001,1.2000000000000002,4
2018,1,3,1,30,8.9,0,0,0,7,-2.5,0,0,0,44.660000000000004,973,0.7000000000000001,1.2000000000000002,181
2018,1,3,2,0,8.9,0,0,0,3,-2.8000000000000003,0,0,0,43.75,973,0.7000000000000001,1.1,359
2018,1,3,2,30,8.9,0,0,0,0,-2.8000000000000003,0,0,0,43.75,973,0.7000000000000001,1.1,357
2018,1,3,3,0,8.8,0,0,0,0,-3,0,0,0,43.22,973,0.7000000000000001,1,354
2018,1,3,3,30,8.700000000000001,0,0,0,0,-3,0,0,0,43.51,973,0.7000000000000001,1,354
2018,1,3,4,0,8.5,0,0,0,0,-3.3000000000000003,0,0,0,43.25,972,0.7000000000000001,0.9,354
2018,1,3,4,30,8.5,0,0,0,0,-3.3000000000000003,0,0,0,43.25,972,0.7000000000000001,0.9,354
2018,1,3,5,0,8.3,0,0,0,0,-3.5,0,0,0,43.04,973,0.7000000000000001,0.9,1
2018,1,3,5,30,8.200000000000001,0,0,0,0,-3.5,0,0,0,43.34,973,0.7000000000000001,0.9,6
2018,1,3,6,0,8.200000000000001,0,0,0,0,-3.8000000000000003,0,0,0,42.410000000000004,973,0.7000000000000001,0.9,11
2018,1,3,6,30,8.6,0,0,0,0,-3.8000000000000003,0,0,0,41.32,974,0.7000000000000001,0.9,15
2018,1,3,7,0,9,5,20,5,0,-3.4000000000000004,5,20,5,41.64,974,0.6000000000000001,0.8,19
2018,1,3,7,30,10.4,39,148,56,0,-3.3000000000000003,39,148,56,37.96,975,0.6000000000000001,0.7000000000000001,19
2018,1,3,8,0,11.8,78,272,135,0,-1,78,272,135,41.15,975,0.6000000000000001,0.6000000000000001,18
2018,1,3,8,30,13.200000000000001,111,374,221,0,-1,111,374,221,37.550000000000004,975,0.6000000000000001,0.8,167
2018,1,3,9,0,14.600000000000001,139,442,302,3,-2.7,27,0,27,30.23,976,0.6000000000000001,1,316
2018,1,3,9,30,15.8,159,496,376,3,-2.7,59,0,59,27.990000000000002,976,0.7000000000000001,1.5,307
2018,1,3,10,0,17,179,530,441,3,-2.6,127,0,127,26.060000000000002,976,0.7000000000000001,1.9000000000000001,298
2018,1,3,10,30,18,191,562,494,3,-2.6,216,32,234,24.45,975,0.7000000000000001,2.2,296
2018,1,3,11,0,19.1,165,690,558,3,-3,242,46,268,22.240000000000002,975,0.7000000000000001,2.6,294
2018,1,3,11,30,19.6,168,702,582,3,-3,278,199,395,21.57,975,0.7000000000000001,2.8000000000000003,292
2018,1,3,12,0,20.1,173,694,586,2,-3.2,280,218,410,20.62,974,0.7000000000000001,3.1,290
2018,1,3,12,30,20.1,172,689,576,2,-3.2,276,205,397,20.62,974,0.7000000000000001,3.2,290
2018,1,3,13,0,20.200000000000003,172,662,547,2,-3.2,256,269,408,20.44,973,0.7000000000000001,3.4000000000000004,291
2018,1,3,13,30,19.900000000000002,165,640,506,2,-3.2,234,283,384,20.82,973,0.7000000000000001,3.4000000000000004,293
2018,1,3,14,0,19.700000000000003,163,578,443,2,-3.1,214,233,327,21.26,973,0.7000000000000001,3.4000000000000004,295
2018,1,3,14,30,18.7,148,531,375,1,-3.1,148,531,375,22.62,973,0.7000000000000001,3,296
2018,1,3,15,0,17.8,130,463,296,0,-0.9,130,463,296,28.07,973,0.7000000000000001,2.5,297
2018,1,3,15,30,15.700000000000001,105,380,211,0,-1,105,380,211,32.02,972,0.7000000000000001,2,299
2018,1,3,16,0,13.5,71,270,124,0,0.30000000000000004,71,270,124,40.480000000000004,972,0.7000000000000001,1.5,301
2018,1,3,16,30,12.200000000000001,32,133,46,0,0.30000000000000004,32,133,46,44.07,972,0.7000000000000001,1.6,306
2018,1,3,17,0,10.9,0,0,0,0,-0.9,0,0,0,44.06,972,0.7000000000000001,1.6,311
2018,1,3,17,30,10.600000000000001,0,0,0,0,-0.9,0,0,0,44.99,973,0.6000000000000001,1.5,318
2018,1,3,18,0,10.200000000000001,0,0,0,0,-1.3,0,0,0,44.67,973,0.6000000000000001,1.5,324
2018,1,3,18,30,9.8,0,0,0,0,-1.3,0,0,0,45.88,973,0.6000000000000001,1.5,330
2018,1,3,19,0,9.5,0,0,0,0,-1.7000000000000002,0,0,0,45.59,973,0.6000000000000001,1.5,336
2018,1,3,19,30,9.200000000000001,0,0,0,0,-1.7000000000000002,0,0,0,46.56,974,0.6000000000000001,1.5,340
2018,1,3,20,0,9,0,0,0,0,-1.9000000000000001,0,0,0,46.300000000000004,974,0.6000000000000001,1.4000000000000001,344
2018,1,3,20,30,8.8,0,0,0,0,-1.9000000000000001,0,0,0,46.93,974,0.6000000000000001,1.4000000000000001,348
2018,1,3,21,0,8.5,0,0,0,0,-2.1,0,0,0,47.15,974,0.6000000000000001,1.4000000000000001,351
2018,1,3,21,30,8.4,0,0,0,0,-2.1,0,0,0,47.47,974,0.6000000000000001,1.4000000000000001,354
2018,1,3,22,0,8.200000000000001,0,0,0,0,-2.3000000000000003,0,0,0,47.38,974,0.6000000000000001,1.4000000000000001,356
2018,1,3,22,30,8.1,0,0,0,0,-2.3000000000000003,0,0,0,47.7,974,0.6000000000000001,1.4000000000000001,358
2018,1,3,23,0,8,0,0,0,0,-2.6,0,0,0,47.27,974,0.6000000000000001,1.4000000000000001,359
2018,1,3,23,30,7.9,0,0,0,0,-2.6,0,0,0,47.59,974,0.6000000000000001,1.4000000000000001,180
2018,1,4,0,0,7.9,0,0,0,0,-2.8000000000000003,0,0,0,46.79,974,0.6000000000000001,1.4000000000000001,1
2018,1,4,0,30,7.9,0,0,0,0,-2.8000000000000003,0,0,0,46.79,974,0.6000000000000001,1.4000000000000001,2
2018,1,4,1,0,7.800000000000001,0,0,0,0,-3.1,0,0,0,46.17,974,0.6000000000000001,1.4000000000000001,3
2018,1,4,1,30,7.9,0,0,0,0,-3.1,0,0,0,45.81,973,0.6000000000000001,1.4000000000000001,4
2018,1,4,2,0,8,0,0,0,0,-3.4000000000000004,0,0,0,44.54,973,0.6000000000000001,1.4000000000000001,4
2018,1,4,2,30,8.200000000000001,0,0,0,1,-3.4000000000000004,0,0,0,43.94,973,0.6000000000000001,1.4000000000000001,5
2018,1,4,3,0,8.3,0,0,0,1,-3.7,0,0,0,42.49,973,0.6000000000000001,1.3,5
2018,1,4,3,30,8.3,0,0,0,0,-3.7,0,0,0,42.44,972,0.6000000000000001,1.3,5
2018,1,4,4,0,8.4,0,0,0,0,-4.1000000000000005,0,0,0,41,972,0.6000000000000001,1.3,5
2018,1,4,4,30,8.4,0,0,0,1,-4.1000000000000005,0,0,0,41,972,0.6000000000000001,1.3,5
2018,1,4,5,0,8.5,0,0,0,0,-4.5,0,0,0,39.6,972,0.6000000000000001,1.2000000000000002,7
2018,1,4,5,30,8.6,0,0,0,1,-4.5,0,0,0,39.37,973,0.6000000000000001,1.2000000000000002,10
2018,1,4,6,0,8.6,0,0,0,0,-4.800000000000001,0,0,0,38.26,973,0.6000000000000001,1.1,12
2018,1,4,6,30,9.200000000000001,0,0,0,0,-4.800000000000001,0,0,0,36.75,973,0.6000000000000001,1,16
2018,1,4,7,0,9.700000000000001,5,22,6,0,-4.3,5,22,6,37.08,973,0.6000000000000001,0.9,20
2018,1,4,7,30,11.200000000000001,39,165,58,0,-4.3,39,165,58,33.59,974,0.6000000000000001,0.7000000000000001,22
2018,1,4,8,0,12.700000000000001,76,301,138,0,-1.4000000000000001,76,301,138,37.58,974,0.6000000000000001,0.5,24
2018,1,4,8,30,14.100000000000001,108,408,227,0,-1.4000000000000001,108,408,227,34.31,974,0.6000000000000001,0.5,159
2018,1,4,9,0,15.5,133,479,310,3,-3.7,29,0,29,26.560000000000002,975,0.6000000000000001,0.6000000000000001,294
2018,1,4,9,30,16.8,152,540,387,3,-3.6,68,0,68,24.46,975,0.6000000000000001,1.1,287
2018,1,4,10,0,18,169,574,452,3,-4,92,0,92,22.12,975,0.6000000000000001,1.5,280
2018,1,4,10,30,19.1,179,606,505,3,-4,125,0,125,20.650000000000002,975,0.6000000000000001,1.8,277
2018,1,4,11,0,20.1,145,755,576,3,-4.800000000000001,191,8,196,18.23,974,0.6000000000000001,2,274
2018,1,4,11,30,20.5,149,766,602,3,-4.800000000000001,280,162,376,17.79,974,0.6000000000000001,2.1,269
2018,1,4,12,0,20.900000000000002,156,753,605,3,-5.300000000000001,278,241,422,16.77,974,0.6000000000000001,2.2,263
2018,1,4,12,30,20.900000000000002,154,743,592,3,-5.300000000000001,276,213,402,16.76,973,0.7000000000000001,2.2,261
2018,1,4,13,0,21,159,706,560,3,-5.5,266,183,370,16.43,973,0.7000000000000001,2.3000000000000003,259
2018,1,4,13,30,20.700000000000003,153,684,518,2,-5.5,239,252,374,16.73,973,0.7000000000000001,2.2,259
2018,1,4,14,0,20.400000000000002,151,628,457,2,-5.4,219,183,308,17.11,973,0.7000000000000001,2.2,259
2018,1,4,14,30,19.5,140,581,389,2,-5.4,188,147,251,18.07,972,0.7000000000000001,1.8,261
2018,1,4,15,0,18.5,131,477,303,3,-1,152,96,186,26.650000000000002,972,0.7000000000000001,1.5,262
2018,1,4,15,30,16.400000000000002,107,391,217,4,-1,113,80,136,30.42,972,0.7000000000000001,1.3,267
2018,1,4,16,0,14.3,76,248,125,4,0.1,73,34,79,37.84,972,0.8,1.1,271
2018,1,4,16,30,13.3,35,114,47,4,0.1,33,0,33,40.37,972,0.8,1.2000000000000002,278
2018,1,4,17,0,12.3,0,0,0,4,-2,0,0,0,36.88,973,0.8,1.3,285
2018,1,4,17,30,12.100000000000001,0,0,0,4,-2,0,0,0,37.37,973,0.8,1.2000000000000002,297
2018,1,4,18,0,11.9,0,0,0,4,-2.8000000000000003,0,0,0,35.85,973,0.8,1.2000000000000002,309
2018,1,4,18,30,11.700000000000001,0,0,0,4,-2.8000000000000003,0,0,0,36.36,974,0.8,1.2000000000000002,324
2018,1,4,19,0,11.5,0,0,0,4,-3.1,0,0,0,35.85,974,0.9,1.2000000000000002,339
2018,1,4,19,30,11.100000000000001,0,0,0,4,-3.1,0,0,0,36.800000000000004,974,0.9,1.2000000000000002,172
2018,1,4,20,0,10.8,0,0,0,3,-3.3000000000000003,0,0,0,37.09,974,0.9,1.2000000000000002,5
2018,1,4,20,30,10.5,0,0,0,0,-3.3000000000000003,0,0,0,37.84,974,0.9,1.2000000000000002,14
2018,1,4,21,0,10.3,0,0,0,0,-3.1,0,0,0,39.04,974,0.9,1.2000000000000002,23
2018,1,4,21,30,10,0,0,0,0,-3.1,0,0,0,39.83,974,0.9,1.2000000000000002,29
2018,1,4,22,0,9.8,0,0,0,0,-2.9000000000000004,0,0,0,40.83,974,0.9,1.2000000000000002,34
2018,1,4,22,30,9.600000000000001,0,0,0,0,-2.9000000000000004,0,0,0,41.38,974,0.9,1.2000000000000002,38
2018,1,4,23,0,9.4,0,0,0,0,-2.9000000000000004,0,0,0,41.92,974,0.9,1.3,41
2018,1,4,23,30,9.200000000000001,0,0,0,0,-2.9000000000000004,0,0,0,42.49,974,0.9,1.3,43
2018,1,5,0,0,9.1,0,0,0,0,-3.1,0,0,0,42.26,974,0.9,1.3,46
2018,1,5,0,30,9.1,0,0,0,1,-3.1,0,0,0,42.26,974,1,1.3,48
2018,1,5,1,0,9.1,0,0,0,1,-3.3000000000000003,0,0,0,41.5,974,1,1.3,50
2018,1,5,1,30,9.200000000000001,0,0,0,1,-3.3000000000000003,0,0,0,41.22,974,1,1.3,53
2018,1,5,2,0,9.3,0,0,0,0,-3.7,0,0,0,39.78,973,1,1.3,57
2018,1,5,2,30,9.4,0,0,0,1,-3.7,0,0,0,39.51,973,1,1.3,63
2018,1,5,3,0,9.5,0,0,0,0,-4,0,0,0,38.42,973,1,1.2000000000000002,69
2018,1,5,3,30,9.3,0,0,0,0,-4,0,0,0,38.93,973,1,1.2000000000000002,78
2018,1,5,4,0,9.200000000000001,0,0,0,0,-4.4,0,0,0,37.9,973,1,1.2000000000000002,87
2018,1,5,4,30,9.200000000000001,0,0,0,0,-4.4,0,0,0,37.9,973,1,1.2000000000000002,87
2018,1,5,5,0,8.5,0,0,0,0,-4.7,0,0,0,38.9,973,1,1.2000000000000002,104
2018,1,5,5,30,8,0,0,0,0,-4.7,0,0,0,40.230000000000004,973,0.9,1.2000000000000002,109
2018,1,5,6,0,7.6000000000000005,0,0,0,0,-4.7,0,0,0,41.35,973,0.9,1.2000000000000002,113
2018,1,5,6,30,7.7,0,0,0,0,-4.7,0,0,0,41.07,973,0.9,1.2000000000000002,113
2018,1,5,7,0,7.9,4,8,4,0,-3.5,4,8,4,44.26,974,0.9,1.1,114
2018,1,5,7,30,9.700000000000001,40,99,52,0,-3.5,40,99,52,39.2,974,0.9,1.2000000000000002,112
2018,1,5,8,0,11.5,86,222,132,0,-2.2,86,222,132,38.26,974,0.9,1.3,110
2018,1,5,8,30,12.9,123,321,217,0,-2.2,123,321,217,34.94,975,0.9,1.1,110
2018,1,5,9,0,14.4,149,408,300,3,-4.2,27,0,27,27.44,975,0.9,0.9,111
2018,1,5,9,30,15.9,171,469,376,3,-4.2,34,0,34,24.93,975,0.9,0.9,183
2018,1,5,10,0,17.5,185,523,443,3,-4.2,46,0,46,22.53,975,0.9,0.9,254
2018,1,5,10,30,18.6,197,556,497,3,-4.2,64,0,64,21.01,974,0.9,1.4000000000000001,262
2018,1,5,11,0,19.700000000000003,182,643,550,3,-4,97,0,97,19.82,974,0.9,2,270
2018,1,5,11,30,20,186,656,574,3,-4,154,0,154,19.45,974,0.9,2.3000000000000003,275
2018,1,5,12,0,20.400000000000002,192,647,579,3,-3.8000000000000003,193,7,197,19.32,973,0.9,2.6,280
2018,1,5,12,30,20.400000000000002,190,643,570,3,-3.8000000000000003,251,44,277,19.32,973,0.9,2.8000000000000003,285
2018,1,5,13,0,20.400000000000002,188,625,544,3,-3.6,267,130,341,19.6,973,0.9,3,289
2018,1,5,13,30,20.200000000000003,180,602,503,2,-3.6,246,203,355,19.82,972,0.9,3.1,292
2018,1,5,14,0,20,161,599,454,1,-3.4000000000000004,161,599,454,20.400000000000002,972,0.9,3.2,295
