Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,3179805,-,-,-,30.69,76.7,5,309,5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,unknown
Year,Month,Day,Hour,Minute,Temperature,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,DHI,DNI,GHI,Relative Humidity,Pressure,Precipitable Water,Wind Speed,Wind Direction
2018,3,27,22,30,23.1,0,0,0,7,2,0,0,0,25,969,0.9,1.3,178
2018,3,27,23,0,22.900000000000002,0,0,0,7,2,0,0,0,25.23,969,0.9,1.2000000000000002,5
2018,3,27,23,30,22.900000000000002,0,0,0,7,2,0,0,0,25.23,969,0.9,1.2000000000000002,10
2018,3,28,0,0,22.8,0,0,0,0,1.9000000000000001,0,0,0,25.37,969,0.9,1.2000000000000002,15
2018,3,28,0,30,22.8,0,0,0,7,1.9000000000000001,0,0,0,25.37,969,0.9,1.2000000000000002,17
2018,3,28,1,0,22.700000000000003,0,0,0,0,1.8,0,0,0,25.29,968,1,1.1,19
2018,3,28,1,30,22.6,0,0,0,0,1.8,0,0,0,25.44,968,1,1.1,17
2018,3,28,2,0,22.5,0,0,0,0,1.4000000000000001,0,0,0,24.84,968,1,1.1,15
2018,3,28,2,30,22.3,0,0,0,0,1.4000000000000001,0,0,0,25.14,968,1,1.1,11
2018,3,28,3,0,22.200000000000003,0,0,0,0,0.8,0,0,0,24.23,968,1,1.1,6
2018,3,28,3,30,22,0,0,0,0,0.8,0,0,0,24.52,968,1,1.1,3
2018,3,28,4,0,21.8,0,0,0,0,0.6000000000000001,0,0,0,24.45,968,1,1.2000000000000002,1
2018,3,28,4,30,21.8,0,0,0,0,0.6000000000000001,0,0,0,24.45,968,1,1.2000000000000002,1
2018,3,28,5,0,21.3,0,0,0,0,0.5,0,0,0,25.02,969,1,1.3,2
2018,3,28,5,30,21.8,0,0,0,0,0.5,0,0,0,24.26,969,1,1.2000000000000002,4
2018,3,28,6,0,22.3,4,0,4,0,1.9000000000000001,4,0,4,26.05,969,1,1.2000000000000002,5
2018,3,28,6,30,24.6,61,48,68,0,1.9000000000000001,61,48,68,22.71,970,1,1.2000000000000002,4
2018,3,28,7,0,26.900000000000002,122,181,169,0,3.8000000000000003,122,181,169,22.62,970,1,1.3,3
2018,3,28,7,30,29,168,301,277,0,3.8000000000000003,168,301,277,20.02,970,1,1.7000000000000002,168
2018,3,28,8,0,31.1,198,417,390,0,-0.30000000000000004,198,417,390,13.23,970,1,2.1,333
2018,3,28,8,30,32.5,223,494,497,0,-0.30000000000000004,223,494,497,12.23,970,1,2.4000000000000004,323
2018,3,28,9,0,34,232,571,596,0,-2.3000000000000003,232,571,596,9.75,970,1,2.7,313
2018,3,28,9,30,34.800000000000004,247,615,685,0,-2.3000000000000003,247,615,685,9.32,970,1,2.8000000000000003,305
2018,3,28,10,0,35.5,250,664,764,0,-3,250,664,764,8.51,970,1,2.9000000000000004,298
2018,3,28,10,30,36,261,688,827,0,-3,261,688,827,8.28,970,1,3.1,294
2018,3,28,11,0,36.4,234,759,885,0,-3.3000000000000003,234,759,885,7.88,970,1,3.4000000000000004,290
2018,3,28,11,30,36.6,237,768,911,0,-3.3000000000000003,237,768,911,7.79,969,1,3.7,291
2018,3,28,12,0,36.800000000000004,232,779,922,0,-3.5,232,779,922,7.6000000000000005,969,1,4,291
2018,3,28,12,30,36.7,231,776,912,0,-3.5,231,776,912,7.65,969,1,4.2,293
2018,3,28,13,0,36.7,224,775,886,0,-3.5,224,775,886,7.65,968,1,4.4,296
2018,3,28,13,30,36.4,219,759,840,0,-3.5,219,759,840,7.7700000000000005,968,1,4.5,298
2018,3,28,14,0,36.2,218,721,772,0,-3.5,218,721,772,7.88,967,1,4.6000000000000005,301
2018,3,28,14,30,35.800000000000004,210,693,698,0,-3.5,210,693,698,8.05,967,0.9,4.5,304
2018,3,28,15,0,35.4,190,668,611,0,-3.5,190,668,611,8.24,967,0.9,4.4,306
2018,3,28,15,30,34.7,176,612,509,0,-3.5,176,612,509,8.57,967,0.9,4.2,307
2018,3,28,16,0,34,152,556,403,0,-3.2,152,556,403,9.11,967,0.9,3.9000000000000004,308
2018,3,28,16,30,31.700000000000003,129,455,289,0,-3.2,129,455,289,10.36,967,0.9,2.9000000000000004,309
2018,3,28,17,0,29.400000000000002,97,335,179,0,1.2000000000000002,97,335,179,16.23,967,0.9,1.8,309
2018,3,28,17,30,27.400000000000002,57,149,77,0,1.1,57,149,77,18.22,967,0.9,1.7000000000000002,310
2018,3,28,18,0,25.400000000000002,8,3,8,0,1.4000000000000001,8,3,8,20.93,968,0.8,1.6,312
2018,3,28,18,30,24.8,0,0,0,0,1.4000000000000001,0,0,0,21.69,968,0.8,1.6,313
2018,3,28,19,0,24.3,0,0,0,0,1.2000000000000002,0,0,0,21.900000000000002,968,0.8,1.6,315
2018,3,28,19,30,23.8,0,0,0,0,1.2000000000000002,0,0,0,22.56,968,0.8,1.7000000000000002,317
2018,3,28,20,0,23.3,0,0,0,0,1,0,0,0,22.92,968,0.8,1.7000000000000002,319
2018,3,28,20,30,22.8,0,0,0,0,1,0,0,0,23.62,968,0.8,1.8,324
2018,3,28,21,0,22.3,0,0,0,0,1,0,0,0,24.45,968,0.8,1.8,328
2018,3,28,21,30,21.8,0,0,0,0,1,0,0,0,25.2,968,0.8,1.9000000000000001,332
2018,3,28,22,0,21.400000000000002,0,0,0,0,1.2000000000000002,0,0,0,26.21,968,0.8,1.9000000000000001,337
2018,3,28,22,30,21,0,0,0,0,1.2000000000000002,0,0,0,26.85,968,0.8,2,339
2018,3,28,23,0,20.6,0,0,0,0,1.4000000000000001,0,0,0,27.96,968,0.8,2,342
2018,3,28,23,30,20.200000000000003,0,0,0,0,1.4000000000000001,0,0,0,28.650000000000002,968,0.8,2,343
2018,3,29,0,0,19.8,0,0,0,0,1.5,0,0,0,29.6,968,0.8,2,344
2018,3,29,0,30,19.400000000000002,0,0,0,0,1.5,0,0,0,30.34,968,0.8,1.9000000000000001,344
2018,3,29,1,0,19,0,0,0,0,1.5,0,0,0,31.13,967,0.8,1.8,343
2018,3,29,1,30,18.8,0,0,0,0,1.5,0,0,0,31.52,967,0.8,1.7000000000000002,342
2018,3,29,2,0,18.5,0,0,0,0,1.5,0,0,0,31.95,967,0.8,1.6,341
2018,3,29,2,30,18.3,0,0,0,0,1.5,0,0,0,32.35,967,0.8,1.6,339
2018,3,29,3,0,18.1,0,0,0,0,1.3,0,0,0,32.47,967,0.8,1.5,337
2018,3,29,3,30,17.900000000000002,0,0,0,0,1.3,0,0,0,32.88,967,0.8,1.5,337
2018,3,29,4,0,17.7,0,0,0,0,1.3,0,0,0,33.14,967,0.8,1.5,337
2018,3,29,4,30,17.7,0,0,0,0,1.3,0,0,0,33.14,967,0.8,1.5,337
2018,3,29,5,0,17.3,0,0,0,0,1.2000000000000002,0,0,0,33.87,968,0.8,1.4000000000000001,343
2018,3,29,5,30,18.400000000000002,0,0,0,0,1.2000000000000002,0,0,0,31.61,968,0.8,1.3,347
2018,3,29,6,0,19.5,16,31,17,0,2.7,16,31,17,32.71,968,0.9,1.3,351
2018,3,29,6,30,22,57,267,98,0,2.7,57,267,98,28.09,969,0.9,1.6,350
2018,3,29,7,0,24.400000000000002,88,450,204,0,2,88,450,204,23.1,969,0.9,1.9000000000000001,350
2018,3,29,7,30,26.5,108,575,318,0,2,108,575,318,20.400000000000002,969,1,2.6,335
2018,3,29,8,0,28.5,128,652,431,0,1.4000000000000001,128,652,431,17.38,970,1,3.3000000000000003,320
2018,3,29,8,30,30.1,141,718,541,0,1.4000000000000001,141,718,541,15.85,970,1,3.9000000000000004,315
2018,3,29,9,0,31.6,154,753,638,0,1.2000000000000002,154,753,638,14.34,970,1.1,4.5,310
2018,3,29,9,30,32.6,163,789,727,0,1.2000000000000002,163,789,727,13.55,970,1.1,4.6000000000000005,308
2018,3,29,10,0,33.5,170,814,803,0,1.4000000000000001,170,814,803,13.06,970,1.1,4.6000000000000005,305
2018,3,29,10,30,34.1,175,833,863,0,1.4000000000000001,175,833,863,12.620000000000001,969,1.1,4.800000000000001,302
2018,3,29,11,0,34.7,207,799,894,0,1.5,207,799,894,12.35,969,1.1,4.9,300
2018,3,29,11,30,35.1,209,807,920,0,1.5,209,807,920,12.08,969,1.1,5,298
2018,3,29,12,0,35.6,211,807,928,0,1.3,211,807,928,11.59,968,1.1,5.1000000000000005,296
2018,3,29,12,30,35.7,210,804,918,0,1.3,210,804,918,11.51,967,1.1,5.2,295
2018,3,29,13,0,35.9,213,786,887,0,0.7000000000000001,213,786,887,10.9,967,1.1,5.2,294
2018,3,29,13,30,35.9,208,771,841,0,0.7000000000000001,208,771,841,10.89,966,1.1,5.300000000000001,294
2018,3,29,14,0,35.9,206,740,776,0,-0.4,206,740,776,10.07,966,1.1,5.300000000000001,294
2018,3,29,14,30,35.7,198,709,699,0,-0.4,198,709,699,10.17,965,1.1,5.2,295
2018,3,29,15,0,35.5,191,658,607,0,-1.6,191,658,607,9.42,965,1.1,5.2,295
2018,3,29,15,30,35,176,602,506,0,-1.6,176,602,506,9.69,965,1.1,4.9,295
2018,3,29,16,0,34.4,162,513,395,0,-2.3000000000000003,162,513,395,9.48,965,1.1,4.6000000000000005,295
2018,3,29,16,30,32.2,137,413,282,1,-2.3000000000000003,137,413,282,10.72,965,1.1,3.4000000000000004,294
2018,3,29,17,0,30.1,105,263,170,0,0,105,263,170,14.3,965,1.1,2.3000000000000003,293
2018,3,29,17,30,28,58,102,71,0,0,58,102,71,16.14,965,1.1,2.1,291
2018,3,29,18,0,26,5,1,5,7,0.5,5,1,5,18.900000000000002,965,1.1,1.9000000000000001,290
2018,3,29,18,30,25.5,0,0,0,0,0.5,0,0,0,19.47,965,1.1,1.9000000000000001,289
2018,3,29,19,0,24.900000000000002,0,0,0,0,0.30000000000000004,0,0,0,19.86,965,1.1,1.9000000000000001,288
2018,3,29,19,30,24.5,0,0,0,0,0.30000000000000004,0,0,0,20.36,966,1.1,2,289
2018,3,29,20,0,24,0,0,0,0,0.2,0,0,0,20.81,966,1.1,2.1,290
2018,3,29,20,30,23.5,0,0,0,0,0.2,0,0,0,21.44,966,1.1,2.1,294
2018,3,29,21,0,23,0,0,0,0,0.30000000000000004,0,0,0,22.21,966,1.1,2.1,297
2018,3,29,21,30,22.400000000000002,0,0,0,0,0.30000000000000004,0,0,0,23.03,966,1.1,2,303
2018,3,29,22,0,21.900000000000002,0,0,0,0,0.4,0,0,0,23.91,966,1.1,2,309
2018,3,29,22,30,21.400000000000002,0,0,0,0,0.4,0,0,0,24.650000000000002,966,1,2,317
2018,3,29,23,0,20.900000000000002,0,0,0,0,0.30000000000000004,0,0,0,25.38,966,1,1.9000000000000001,324
2018,3,29,23,30,20.400000000000002,0,0,0,0,0.30000000000000004,0,0,0,26.150000000000002,965,0.9,1.8,331
2018,3,30,0,0,20,0,0,0,0,0.2,0,0,0,26.490000000000002,965,0.9,1.8,338
2018,3,30,0,30,19.5,0,0,0,0,0.2,0,0,0,27.32,965,0.8,1.6,343
2018,3,30,1,0,19.1,0,0,0,0,-0.1,0,0,0,27.42,964,0.8,1.5,348
2018,3,30,1,30,18.900000000000002,0,0,0,0,-0.1,0,0,0,27.76,964,0.8,1.4000000000000001,350
2018,3,30,2,0,18.8,0,0,0,0,-0.6000000000000001,0,0,0,26.990000000000002,964,0.8,1.3,351
2018,3,30,2,30,18.7,0,0,0,0,-0.6000000000000001,0,0,0,27.150000000000002,964,0.8,1.2000000000000002,350
2018,3,30,3,0,18.7,0,0,0,0,-1.2000000000000002,0,0,0,26.04,964,0.9,1.1,349
2018,3,30,3,30,18.6,0,0,0,0,-1.2000000000000002,0,0,0,26.2,964,0.9,1.1,351
2018,3,30,4,0,18.6,0,0,0,0,-1.6,0,0,0,25.43,964,0.9,1,353
2018,3,30,4,30,18.6,0,0,0,0,-1.6,0,0,0,25.43,964,0.9,1,353
2018,3,30,5,0,18.2,0,0,0,0,-1.7000000000000002,0,0,0,25.8,964,0.9,1,4
2018,3,30,5,30,18.900000000000002,0,0,0,0,-1.7000000000000002,0,0,0,24.72,965,0.8,0.9,6
2018,3,30,6,0,19.700000000000003,17,30,19,0,0.2,17,30,19,27.150000000000002,965,0.8,0.9,7
2018,3,30,6,30,21.900000000000002,60,258,100,0,0.30000000000000004,60,258,100,23.73,965,0.8,0.8,13
2018,3,30,7,0,24.200000000000003,90,451,209,0,-1.2000000000000002,90,451,209,18.63,966,0.7000000000000001,0.8,18
2018,3,30,7,30,26.1,111,580,325,0,-1.2000000000000002,111,580,325,16.64,966,0.7000000000000001,0.9,112
2018,3,30,8,0,27.900000000000002,125,677,443,0,-2.7,125,677,443,13.33,966,0.7000000000000001,1,206
2018,3,30,8,30,29.3,137,741,554,0,-2.7,137,741,554,12.290000000000001,966,0.7000000000000001,1.1,202
2018,3,30,9,0,30.8,144,794,657,0,-3,144,794,657,11.06,966,0.7000000000000001,1.2000000000000002,197
2018,3,30,9,30,32,152,829,748,0,-3,152,829,748,10.33,966,0.7000000000000001,1.2000000000000002,193
2018,3,30,10,0,33.300000000000004,156,858,826,0,-3.8000000000000003,156,858,826,9.05,966,0.7000000000000001,1.2000000000000002,190
2018,3,30,10,30,34.300000000000004,161,876,887,0,-3.8000000000000003,161,876,887,8.56,966,0.7000000000000001,1.3,197
2018,3,30,11,0,35.300000000000004,193,838,917,0,-5.2,193,838,917,7.26,966,0.7000000000000001,1.5,204
2018,3,30,11,30,35.800000000000004,195,845,943,0,-5.2,195,845,943,7.05,965,0.7000000000000001,1.6,212
2018,3,30,12,0,36.2,189,860,955,0,-6.1000000000000005,189,860,955,6.47,965,0.7000000000000001,1.7000000000000002,219
2018,3,30,12,30,36.4,188,857,944,0,-6.1000000000000005,188,857,944,6.4,965,0.7000000000000001,1.7000000000000002,228
2018,3,30,13,0,36.5,184,851,916,0,-6.4,184,851,916,6.21,964,0.7000000000000001,1.7000000000000002,238
2018,3,30,13,30,36.4,180,837,870,0,-6.4,180,837,870,6.24,964,0.7000000000000001,1.8,246
2018,3,30,14,0,36.300000000000004,211,747,788,0,-6.7,211,747,788,6.140000000000001,964,0.7000000000000001,1.8,255
2018,3,30,14,30,36,202,716,710,0,-6.7,202,716,710,6.24,964,0.7000000000000001,1.9000000000000001,260
2018,3,30,15,0,35.7,189,676,619,0,-6.9,189,676,619,6.25,964,0.7000000000000001,2,264
2018,3,30,15,30,35.1,175,621,516,0,-6.9,175,621,516,6.46,964,0.7000000000000001,2,265
2018,3,30,16,0,34.5,158,549,408,0,-6.5,158,549,408,6.88,964,0.7000000000000001,1.9000000000000001,265
2018,3,30,16,30,32.300000000000004,134,450,294,0,-6.5,134,450,294,7.78,964,0.7000000000000001,1.5,261
2018,3,30,17,0,30.1,102,317,181,0,1,102,317,181,15.46,964,0.7000000000000001,1,256
2018,3,30,17,30,28.900000000000002,59,140,79,0,1,59,140,79,16.56,964,0.7000000000000001,1.1,256
2018,3,30,18,0,27.700000000000003,8,3,8,0,-1,8,3,8,15.31,965,0.7000000000000001,1.2000000000000002,257
2018,3,30,18,30,27.400000000000002,0,0,0,0,-1,0,0,0,15.58,965,0.7000000000000001,1.2000000000000002,262
2018,3,30,19,0,27.1,0,0,0,0,-2.2,0,0,0,14.58,965,0.7000000000000001,1.2000000000000002,267
2018,3,30,19,30,26.6,0,0,0,0,-2.2,0,0,0,15.01,965,0.7000000000000001,1.1,278
2018,3,30,20,0,26.200000000000003,0,0,0,0,-2.9000000000000004,0,0,0,14.540000000000001,966,0.6000000000000001,1.1,288
2018,3,30,20,30,25.8,0,0,0,0,-2.9000000000000004,0,0,0,14.89,966,0.6000000000000001,1,305
2018,3,30,21,0,25.400000000000002,0,0,0,0,-3.8000000000000003,0,0,0,14.31,966,0.6000000000000001,0.9,322
2018,3,30,21,30,24.6,0,0,0,0,-3.8000000000000003,0,0,0,15.01,966,0.6000000000000001,0.9,165
2018,3,30,22,0,23.900000000000002,0,0,0,0,-3.8000000000000003,0,0,0,15.58,966,0.5,0.9,7
2018,3,30,22,30,23,0,0,0,0,-3.8000000000000003,0,0,0,16.44,966,0.5,1,20
2018,3,30,23,0,22.200000000000003,0,0,0,0,-3.6,0,0,0,17.59,966,0.5,1.1,32
2018,3,30,23,30,21.400000000000002,0,0,0,0,-3.6,0,0,0,18.46,966,0.5,1.1,40
2018,3,31,0,0,20.700000000000003,0,0,0,0,-3.3000000000000003,0,0,0,19.64,966,0.4,1.2000000000000002,48
2018,3,31,0,30,20.3,0,0,0,0,-3.3000000000000003,0,0,0,20.13,966,0.4,1.2000000000000002,55
2018,3,31,1,0,19.900000000000002,0,0,0,0,-3.3000000000000003,0,0,0,20.64,966,0.4,1.2000000000000002,63
2018,3,31,1,30,19.3,0,0,0,0,-3.3000000000000003,0,0,0,21.42,966,0.4,1.3,75
2018,3,31,2,0,18.8,0,0,0,0,-3.5,0,0,0,21.85,966,0.4,1.4000000000000001,86
2018,3,31,2,30,18.2,0,0,0,0,-3.5,0,0,0,22.69,966,0.4,1.5,94
2018,3,31,3,0,17.7,0,0,0,0,-3.6,0,0,0,23.19,966,0.4,1.5,102
2018,3,31,3,30,17.3,0,0,0,0,-3.6,0,0,0,23.78,966,0.4,1.6,105
2018,3,31,4,0,17,0,0,0,0,-3.6,0,0,0,24.27,966,0.4,1.7000000000000002,108
2018,3,31,4,30,17,0,0,0,0,-3.6,0,0,0,24.27,966,0.4,1.7000000000000002,108
2018,3,31,5,0,16.8,0,0,0,0,-3.5,0,0,0,24.68,967,0.4,2,110
2018,3,31,5,30,18.400000000000002,0,0,0,0,-3.5,0,0,0,22.32,967,0.5,2.5,109
2018,3,31,6,0,19.900000000000002,19,24,20,0,-2.8000000000000003,19,24,20,21.48,968,0.5,2.9000000000000004,109
2018,3,31,6,30,22.5,66,231,103,0,-2.8000000000000003,66,231,103,18.330000000000002,968,0.5,3.5,109
2018,3,31,7,0,25.1,102,411,212,0,-3.4000000000000004,102,411,212,14.92,969,0.5,4,110
2018,3,31,7,30,27.200000000000003,127,542,329,0,-3.4000000000000004,127,542,329,13.18,969,0.5,4.3,121
2018,3,31,8,0,29.3,147,629,445,0,-5,147,629,445,10.36,969,0.5,4.5,132
2018,3,31,8,30,31,162,697,557,0,-5,162,697,557,9.41,970,0.5,4.5,140
2018,3,31,9,0,32.7,177,740,658,0,-6.300000000000001,177,740,658,7.74,970,0.5,4.4,148
2018,3,31,9,30,33.7,186,778,749,0,-6.300000000000001,186,778,749,7.32,970,0.5,4.1000000000000005,153
2018,3,31,10,0,34.800000000000004,198,798,824,0,-6.9,198,798,824,6.5600000000000005,970,0.5,3.8000000000000003,159
2018,3,31,10,30,35.5,204,818,885,0,-6.9,204,818,885,6.3100000000000005,970,0.5,3.5,167
2018,3,31,11,0,36.1,242,768,908,0,-7.1000000000000005,242,768,908,6.0200000000000005,970,0.6000000000000001,3.2,175
2018,3,31,11,30,36.4,242,776,932,0,-7.1000000000000005,242,776,932,5.91,969,0.6000000000000001,2.9000000000000004,186
2018,3,31,12,0,36.800000000000004,241,782,940,0,-7.4,241,782,940,5.66,969,0.6000000000000001,2.7,198
2018,3,31,12,30,36.9,240,778,930,0,-7.4,240,778,930,5.62,968,0.6000000000000001,2.6,211
2018,3,31,13,0,36.9,237,768,900,0,-7.7,237,768,900,5.5,968,0.6000000000000001,2.5,225
2018,3,31,13,30,36.7,232,752,854,0,-7.7,232,752,854,5.5600000000000005,968,0.6000000000000001,2.5,235
2018,3,31,14,0,36.5,236,708,785,0,-8,236,708,785,5.51,967,0.6000000000000001,2.5,246
2018,3,31,14,30,36.1,225,676,707,0,-8,225,676,707,5.63,967,0.6000000000000001,2.5,254
2018,3,31,15,0,35.7,213,630,614,0,-8.1,213,630,614,5.7,967,0.6000000000000001,2.5,261
2018,3,31,15,30,35,195,568,509,0,-8.1,195,568,509,5.92,967,0.7000000000000001,2.3000000000000003,265
2018,3,31,16,0,34.2,175,490,399,1,-7.4,175,490,399,6.51,967,0.7000000000000001,2.1,270
2018,3,31,16,30,32.2,146,391,286,0,-7.5,146,391,286,7.28,967,0.7000000000000001,1.5,271
2018,3,31,17,0,30.1,109,261,174,0,0.4,109,261,174,14.76,967,0.7000000000000001,0.9,272
2018,3,31,17,30,29.5,59,107,74,0,0.4,59,107,74,15.280000000000001,967,0.7000000000000001,0.9,273
2018,3,31,18,0,28.900000000000002,6,2,6,0,-2.6,6,2,6,12.69,968,0.7000000000000001,0.8,275
2018,3,31,18,30,28.6,0,0,0,0,-2.6,0,0,0,12.92,968,0.7000000000000001,0.5,267
2018,3,31,19,0,28.3,0,0,0,0,-3.6,0,0,0,12.22,968,0.8,0.30000000000000004,259
2018,3,31,19,30,27.200000000000003,0,0,0,0,-3.6,0,0,0,13.040000000000001,969,0.8,0.5,177
2018,3,31,20,0,26.1,0,0,0,0,-3.4000000000000004,0,0,0,14.1,969,0.8,0.8,96
2018,3,31,20,30,24.700000000000003,0,0,0,0,-3.4000000000000004,0,0,0,15.32,969,0.8,1,95
2018,3,31,21,0,23.3,0,0,0,0,-3,0,0,0,17.2,969,0.8,1.2000000000000002,93
2018,3,31,21,30,22.200000000000003,0,0,0,0,-3,0,0,0,18.38,969,0.8,1.3,93
2018,3,31,22,0,21.1,0,0,0,0,-3.2,0,0,0,19.400000000000002,969,0.8,1.4000000000000001,94
2018,3,31,22,30,20.400000000000002,0,0,0,0,-3.2,0,0,0,20.25,969,0.8,1.4000000000000001,93
2018,3,31,23,0,19.8,0,0,0,0,-3.5,0,0,0,20.55,969,0.8,1.4000000000000001,93
2018,3,31,23,30,19.400000000000002,0,0,0,0,-3.5,0,0,0,21.07,969,0.8,1.5,93
2018,4,1,0,0,19,0,0,0,0,-3.6,0,0,0,21.39,969,0.8,1.5,92
2018,4,1,0,30,18.6,0,0,0,0,-3.6,0,0,0,21.93,969,0.8,1.5,93
2018,4,1,1,0,18.3,0,0,0,0,-3.6,0,0,0,22.39,969,0.8,1.6,93
2018,4,1,1,30,18,0,0,0,0,-3.6,0,0,0,22.81,969,0.8,1.6,94
2018,4,1,2,0,17.7,0,0,0,0,-3.5,0,0,0,23.38,969,0.8,1.6,95
2018,4,1,2,30,17.5,0,0,0,0,-3.5,0,0,0,23.67,969,0.8,1.6,97
2018,4,1,3,0,17.3,0,0,0,0,-3.4000000000000004,0,0,0,24.12,969,0.8,1.5,98
2018,4,1,3,30,17.2,0,0,0,0,-3.4000000000000004,0,0,0,24.27,969,0.8,1.5,98
2018,4,1,4,0,17.1,0,0,0,0,-3.4000000000000004,0,0,0,24.41,969,0.8,1.5,99
2018,4,1,4,30,17.1,0,0,0,0,-3.4000000000000004,0,0,0,24.41,969,0.8,1.5,99
2018,4,1,5,0,17,0,0,0,0,-3.5,0,0,0,24.35,970,0.8,1.5,97
2018,4,1,5,30,18.2,0,0,0,0,-3.5,0,0,0,22.580000000000002,970,0.8,1.4000000000000001,96
2018,4,1,6,0,19.5,16,17,17,0,-2,16,17,17,23.400000000000002,971,0.8,1.4000000000000001,95
2018,4,1,6,30,22.3,69,164,95,0,-2,69,164,95,19.71,971,0.8,1.9000000000000001,99
2018,4,1,7,0,25,112,321,200,0,-3.2,112,321,200,15.27,972,0.8,2.4000000000000004,103
2018,4,1,7,30,26.8,145,443,312,0,-3.2,145,443,312,13.73,972,0.8,2.8000000000000003,122
2018,4,1,8,0,28.6,170,527,422,0,-3.5,170,527,422,12.08,973,0.9,3.3000000000000003,141
2018,4,1,8,30,29.700000000000003,190,596,530,0,-3.5,190,596,530,11.34,973,0.9,3.3000000000000003,146
2018,4,1,9,0,30.8,208,643,628,0,-1.9000000000000001,208,643,628,11.99,973,0.9,3.4000000000000004,151
2018,4,1,9,30,31.6,219,680,714,0,-1.9000000000000001,219,680,714,11.46,973,1,3.3000000000000003,154
2018,4,1,10,0,32.4,231,706,788,0,-0.7000000000000001,231,706,788,11.96,973,1,3.2,156
2018,4,1,10,30,32.9,241,728,850,0,-0.7000000000000001,241,728,850,11.620000000000001,972,1,3,160
2018,4,1,11,0,33.5,230,765,897,0,0.2,230,765,897,12.02,972,1.1,2.9000000000000004,163
2018,4,1,11,30,33.9,233,773,922,0,0.2,233,773,922,11.75,972,1.1,2.7,167
2018,4,1,12,0,34.300000000000004,234,775,930,0,1,234,775,930,12.11,971,1.1,2.5,171
2018,4,1,12,30,34.4,232,769,916,0,1,232,769,916,12.05,971,1.2000000000000002,2.4000000000000004,177
2018,4,1,13,0,34.6,230,758,886,0,1.5,230,758,886,12.370000000000001,970,1.2000000000000002,2.3000000000000003,182
2018,4,1,13,30,34.5,225,742,840,0,1.5,225,742,840,12.44,970,1.2000000000000002,2.1,188
2018,4,1,14,0,34.4,243,673,767,0,1.8,243,673,767,12.76,969,1.2000000000000002,2,195
2018,4,1,14,30,34.2,232,641,690,0,1.8,232,641,690,12.9,969,1.2000000000000002,1.9000000000000001,202
2018,4,1,15,0,34,219,596,600,0,1.7000000000000002,219,596,600,13.02,968,1.2000000000000002,1.8,210
2018,4,1,15,30,33.4,201,540,500,0,1.7000000000000002,201,540,500,13.46,968,1.2000000000000002,1.7000000000000002,218
2018,4,1,16,0,32.9,178,465,392,1,1.7000000000000002,178,465,392,13.85,968,1.2000000000000002,1.6,226
2018,4,1,16,30,31.400000000000002,148,371,282,1,1.7000000000000002,148,371,282,15.07,968,1.2000000000000002,1.2000000000000002,232
2018,4,1,17,0,29.8,110,249,173,0,5.1000000000000005,110,249,173,21,968,1.2000000000000002,0.8,238
2018,4,1,17,30,28.900000000000002,59,106,74,0,5.1000000000000005,59,106,74,22.14,969,1.2000000000000002,0.8,246
2018,4,1,18,0,27.900000000000002,7,4,7,0,4.1000000000000005,7,4,7,21.830000000000002,969,1.2000000000000002,0.8,255
2018,4,1,18,30,27.8,0,0,0,0,4.1000000000000005,0,0,0,21.95,969,1.2000000000000002,0.7000000000000001,273
2018,4,1,19,0,27.8,0,0,0,0,3.1,0,0,0,20.42,969,1.2000000000000002,0.6000000000000001,292
2018,4,1,19,30,27,0,0,0,0,3.1,0,0,0,21.42,970,1.2000000000000002,0.7000000000000001,148
2018,4,1,20,0,26.200000000000003,0,0,0,0,3.1,0,0,0,22.490000000000002,970,1.2000000000000002,0.8,5
2018,4,1,20,30,25,0,0,0,0,3.1,0,0,0,24.150000000000002,970,1.2000000000000002,1,18
2018,4,1,21,0,23.700000000000003,0,0,0,0,3.1,0,0,0,25.990000000000002,970,1.2000000000000002,1.2000000000000002,32
2018,4,1,21,30,22.8,0,0,0,0,3,0,0,0,27.44,970,1.2000000000000002,1.2000000000000002,38
2018,4,1,22,0,21.8,0,0,0,0,3,0,0,0,28.98,970,1.2000000000000002,1.3,45
